0x28c1235d50fa3986d3f51f566a2b1837023fc21b,3022504753424657534246,1656133617,2,0
0xe2b2b2f794637d47ca5f7d1b729134def386d0cc,600000000000000000000,1652930894,1,0
0xa2c7948ade41665503cbc1a06bb0af4da4934c5e,60669732822769362284571,1659588028,3,0
0xbb63203fa253b667f1d8d591954f5a14ba5613e2,1637616386986301369863,1654480740,3,36500000000000000000
0x0bc36bd15ad71005a8bbc17f25ba2339925e8ebd,6044298010273972602739,1656120308,3,0
0x84e3abcb3c677de961d837c089b11fb527aa07ed,117982363648225226094796,1657942539,3,0
0x4098f605a6dc4024036854468a1870d41be3cd61,360000000000000000000,1653091933,3,0
0xf93d5646202d81e1237e608fdbdb01c5bd5c1711,200000000000000000000,1653094903,3,0
0x14c02b99d1baee713725ffaec02fe8a7c382bf95,433606481399723911287,1653106299,1,0
0x190a12bf6af95f814f0a030b3d83a9144cd20954,20260427458322725455054,1660430154,3,0
0x64952a7243bb838606a60e6a9a99a3fa0b011e78,31100235353687767516009,1656448624,3,0
0x3db02f32c80ae45cf88bd02d284a5b4fa93c6ffa,186643000000000000000,1653246779,3,0
0xc0674f0c20d45e5a2f1c10e6b2c4d2fc2e86feed,4444000000000000000000,1653276625,3,0
0x5656f52e6501b75690a4f400462ec0b0e8fffa8e,3897558243025296803652,1656162102,3,0
0xb78aa236b92989164749be7611d109dffc1ff3d3,7633072877695042907541,1660181702,3,0
0x8bdab18d7aa5708d2319a34f937cad2967590f64,173874153762072836527595,1656038235,3,6805326388788324568822
0x1da8d7f70f61505e185e67f5975c93d1b1eb75dd,99647701978115347296707,1659540293,2,0
0xe584bfd9417d25416bd307e4889ab8b4af8f8f2b,3645541751027853881346,1658188846,1,0
0xa34f109364720d93a657dee4eded0d240c1cc9d9,2630541191780821917808,1653349230,3,0
0x411187e7c8ab91d3bea87660fd7855e4185d3326,6069647288812785388127,1653350849,3,0
0xd8ecb5da17992de1fca6f807f321d986b48f5db2,32070180036877720814819,1659483599,3,0
0x7f7cb08460c0fe4982670523f0ce5959415d5590,2600000000000000000000,1653352477,3,0
0xdacaeb6932ac35c0b005b14c3d630dfb35b64997,1090411747146118721461,1653354125,3,0
0x4bf29eee7e6149952d3f6e26e346c06d6558a7c4,5480303970913909336040,1659218889,3,0
0xffd908da661e52d2d245916ef1ccc5d8b2e918dd,8119523325235282070055,1657597030,3,0
0xbd8e4aa8bfee87adacf2693ce438d8f3ca58731c,29514000000000000000000,1653360906,3,0
0x02ef391bbf59e76e31626021b6865e32c24a41eb,2275000000000000000000,1653366692,3,136500000000000000000
0xb6794899756c4575a51925d7db67b2172306ff3b,2010155266362252663622,1656035872,3,0
0xb5b03450eedd07c610030d9a79c5c607d2915f57,2439350194965753424657,1653367723,3,0
0xa9ead7378083dae6d4b657daa3dddebf2cb4a1a5,7752438470319634703196,1656039144,3,0
0x88f6f6e3f83df3ff5bc6daa6d8d83e6d4e7626e3,14519938250680667410145,1653369798,3,0
